Index,Name,Birthrate/1000 inh,Beds in hospitals (JD)_hospital,20-40 year olds,40-65 year olds,65 year and older,Total_workingAge,Total Unemployed_unemployed,Population density (inh/km2),Kaufsumme - Total (Tsd. EUR)_worthArea,Hospitals_hospital,Avg life exp men,Avg life exp women,Differences in life exp,Spendable Income
3358,Heidekreis,8.220213312040153,492.0,31197,42323,30444,49553.0,4465.0,74.8585701172,23906,6.0,79.01,81.05,2.039999999999992,19673
3359,Stade,8.80762194207564,911.0,45397,61178,41341,74542.0,6292.0,158.01804078924505,51790,4.0,79.02,81.59,2.5700000000000074,21358
3360,Uelzen,6.914990712007817,804.0,18574,28826,22821,31244.0,2911.0,64.04189187330665,5160,7.0,79.04,81.7,2.6599999999999966,19669
3361,Verden,9.112852315347766,262.0,28497,41529,28974,50332.0,3763.0,170.87579476376004,46691,2.0,78.66,80.65,1.990000000000009,22648
3401,Delmenhorst,9.368080395162664,476.0,17999,22550,16755,25760.0,4276.0,1223.9095574085952,9412,2.0,80.07,82.07,2.0,18634
3402,Emden,8.659801948948592,350.0,13415,14121,10484,17070.0,2130.0,451.1747953008188,5423,1.0,80.89,83.33,2.4399999999999977,18048
3403,Oldenburg (Oldenburg),9.229078923274125,1682.0,47950,46645,30866,57589.0,7113.0,1590.7369647538596,61462,3.0,79.55,80.78,1.230000000000004,18949
3404,Osnabrück,9.223967537545489,1984.0,51678,43416,30612,57657.0,6989.0,1355.617696160267,20605,6.0,80.15,82.59,2.4399999999999977,20137
3405,Wilhelmshaven,7.816303704191065,663.0,18298,20836,20014,23710.0,4654.0,710.8315405481246,14137,3.0,80.17,81.83,1.6599999999999966,17493
3451,Ammerland,8.292502161650265,811.0,24975,37508,27048,44169.0,2722.0,166.71929487355501,23985,3.0,80.02,81.91,1.8900000000000006,20845
3452,Aurich,8.086723502766928,691.0,39915,57930,41501,64281.0,7023.0,146.97236873791084,35230,3.0,80.26,82.58,2.319999999999993,18529
3453,Cloppenburg,10.580693724428473,495.0,41557,48990,26253,60470.0,4769.0,116.13662800944692,51264,3.0,79.9,81.89,1.9899999999999949,19037
3454,Emsland,9.042593149038462,1739.0,78119,96671,58133,114570.0,5555.0,110.85365726717255,59655,7.0,79.84,82.53,2.6899999999999977,19189
3455,Friesland,7.8243105209397354,454.0,18521,29948,24755,33230.0,2696.0,161.04357552927243,21270,2.0,79.8,81.44,1.6400000000000006,19329
3456,Grafschaft Bentheim,8.97819581017529,599.0,30423,41187,26857,46974.0,2878.0,138.3078287642603,24359,4.0,79.66,82.02,2.3599999999999994,18335
3457,Leer,8.320003819800894,700.0,37828,50823,34580,55065.0,5237.0,154.2785057227834,26868,4.0,79.72,82.44,2.719999999999999,17524
3458,Oldenburg,7.5656257775566065,238.0,26687,41878,26281,48789.0,2952.0,120.96768125211632,32823,3.0,80.7,82.41,1.7099999999999937,21272
3459,Osnabrück,8.671270864809161,1676.0,80300,110231,70526,138268.0,7264.0,168.77542267030537,70267,12.0,79.64,80.55,0.9099999999999966,21040
3460,Vechta,9.886411442995373,900.0,36386,41117,21414,56702.0,3169.0,169.6540861154523,45308,5.0,79.15,81.27,2.1199999999999903,21202
3461,Wesermarsch,6.970046728448324,218.0,18281,27753,20256,31601.0,3407.0,108.56193963577086,10774,2.0,,,,20143
3462,Wittmund,8.08073741101569,164.0,11576,17147,13397,18999.0,1927.0,87.06901803118909,8427,1.0,79.69,82.62,2.930000000000007,19062
4011,Bremen,9.591650761304766,4065.0,152010,157360,118054,185707.0,28597.0,1709.0686124225888,...,10.0,78.37,80.61,2.239999999999995,20582
4012,Bremerhaven,10.190747643060734,1072.0,28442,31659,24435,36309.0,8758.0,1217.4354046551357,...,3.0,79.34,82.18,2.8400000000000034,17404
5111,Düsseldorf,10.655397613112527,5129.0,176212,177345,119520,217695.0,27298.0,2815.776643208684,18659,14.0,79.49,80.88,1.3900000000000006,24128
5112,Duisburg,9.303158799017163,4522.0,123590,143908,101668,155828.0,32605.0,2110.098797250859,3868,8.0,79.33,81.4,2.0700000000000074,16761
5113,Essen,9.64258252320536,5629.0,153247,165999,125539,185035.0,35272.0,2769.91537510697,39397,13.0,79.26,81.76,2.5,20046
5114,Krefeld,8.785488398536048,2015.0,52552,67948,49314,75323.0,12825.0,1634.2019307541555,8376,4.0,78.94,80.99,2.049999999999997,20944
5116,Mönchengladbach,9.042446806873953,2174.0,64406,77600,53678,85849.0,14426.0,1525.1715844430105,2652,5.0,79.83,81.82,1.9899999999999949,20705
5117,Mülheim an der Ruhr,8.347215822493178,900.0,37704,50956,40209,55486.0,6817.0,1854.4916739702016,3884,2.0,78.85,80.9,2.0500000000000114,22867
5119,Oberhausen,8.377027885499729,1460.0,50748,63393,45195,69552.0,12708.0,2736.20443637307,7975,4.0,79.21,81.81,2.6000000000000085,17956
5120,Remscheid,8.401903213727978,1047.0,24370,33691,24404,38999.0,4957.0,1469.3907675791734,2295,3.0,79.68,81.67,1.9899999999999949,22174
5122,Solingen,9.280143139750262,1145.0,36655,48550,34044,56912.0,7602.0,1772.682599955327,10226,4.0,79.39,81.51,2.1200000000000045,23169
5124,Wuppertal,9.410191803362988,2070.0,87935,102458,74111,115057.0,17253.0,2078.7814003206845,4675,3.0,79.1,81.72,2.6200000000000045,20746
5154,Kleve,8.294209198387561,1795.0,72513,96287,61297,102305.0,10494.0,251.69466094615527,23396,7.0,79.97,82.7,2.730000000000004,19649
5158,Mettmann,8.33679924019045,2379.0,99696,149853,113862,174146.0,17174.0,1186.776189774569,8378,11.0,80.08,82.8,2.719999999999999,24519
5162,Rhein-Kreis Neuss,8.581726389141961,2058.0,98673,140231,96059,160649.0,14306.0,780.5904391868453,16247,7.0,79.16,81.94,2.780000000000001,23689
5166,Viersen,7.773944184827706,1428.0,62741,96458,63490,104571.0,11024.0,528.4423377361171,36924,7.0,79.52,82.59,3.0700000000000074,21988
5170,Wesel,7.6686320958622245,2510.0,100205,144702,102485,157876.0,18007.0,443.67472190257,16937,7.0,80.94,84.25,3.3100000000000023,20936
5314,Bonn,10.611369189702925,4116.0,94380,88106,57629,106404.0,11986.0,2260.0949950375725,11591,9.0,79.08,82.43,3.3500000000000085,23005
5315,Köln,10.918533409015051,7311.0,328863,303669,185923,373960.0,52653.0,2618.5916744852107,13709,22.0,80.28,83.13,2.8499999999999943,20799
5316,Leverkusen,9.627676818340296,1095.0,38215,49478,35356,58007.0,7362.0,2072.8667427412197,4092,2.0,79.38,82.3,2.9200000000000017,20121
5334,Städteregion Aachen,8.744913543784143,4026.0,155013,155355,109691,181843.0,24649.0,783.5377325129075,9201,10.0,79.35,82.22,2.8700000000000045,19652
5358,Düren,8.38951709863485,1822.0,60264,80723,53842,90312.0,10393.0,279.19734004695283,11014,7.0,79.06,82.16,3.0999999999999943,20228
5362,Rhein-Erft-Kreis,8.869469439009807,1394.0,105500,144527,96931,165104.0,18307.0,662.1972158760341,40464,8.0,79.64,81.93,2.2900000000000063,21542
5366,Euskirchen,8.097716632228703,1094.0,41352,60424,39492,66421.0,6088.0,153.08753693752854,14466,4.0,79.32,82.19,2.8700000000000045,20629
5370,Heinsberg,8.248622919529398,995.0,56586,79595,50373,83847.0,8569.0,402.1194605009634,13713,5.0,80.2,83.37,3.1700000000000017,18979
5374,Oberbergischer Kreis,8.732794055263813,1571.0,61227,83430,56586,100845.0,8065.0,297.6056767228244,8210,4.0,80.08,83.55,3.469999999999999,22192
5378,Rheinisch-Bergischer Kreis,8.004131164471985,1172.0,56483,90112,64475,98559.0,9172.0,646.5037043812312,8269,5.0,78.84,80.88,2.039999999999992,24567
5382,Rhein-Sieg-Kreis,8.818995895762086,1518.0,131431,185203,122723,207041.0,17089.0,517.002974306501,17486,9.0,78.27,80.12,1.8500000000000085,22669
5512,Bottrop,7.98169758329563,704.0,26606,36365,25333,39038.0,4758.0,1164.3276016300567,3320,2.0,81.28,83.73,2.450000000000003,19185
5513,Gelsenkirchen,9.482732132981011,1752.0,63923,76746,53508,75952.0,18445.0,2481.1130169620737,2541,5.0,80.09,82.88,2.789999999999992,16136
5515,Münster,10.108405716700156,3716.0,106792,81404,51937,105303.0,9267.0,1022.2863360590874,15595,9.0,80.93,83.25,2.319999999999993,22127
5554,Borken,9.46259596500625,1916.0,87439,114163,66780,136619.0,8440.0,260.1486298188574,12375,8.0,79.31,81.56,2.25,20527
5558,Coesfeld,8.553074390685024,856.0,46986,69688,42715,82414.0,3653.0,196.39671234847668,1123,3.0,80.58,82.92,2.3400000000000034,22179
5562,Recklinghausen,8.055913901914352,4946.0,135392,191904,136144,201980.0,33626.0,811.5051687223339,15412,12.0,80.19,83.39,3.200000000000003,19382
5566,Steinfurt,8.798441045257503,2288.0,100179,138331,85030,165797.0,11557.0,246.900476678398,10472,9.0,80.92,82.55,1.6299999999999955,20477
5570,Warendorf,8.748121154449215,1530.0,61115,85467,56316,103243.0,8848.0,210.2689838639998,16490,7.0,80.61,83.22,2.6099999999999994,22079
5711,Bielefeld,9.790146807169235,3966.0,91695,92473,66245,113808.0,15808.0,1286.9561857661695,15240,7.0,80.4,83.0,2.5999999999999943,21158
5754,Gütersloh,9.17807687401911,1236.0,85255,111168,68674,139407.0,10258.0,372.0989259293651,8887,3.0,80.51,82.1,1.5899999999999892,23294
5758,Herford,8.761631273748424,1100.0,56104,76875,54642,93150.0,8084.0,559.761106547368,10438,3.0,80.66,82.52,1.8599999999999994,22224
5762,Höxter,7.700854107353656,924.0,31240,43798,30908,51331.0,3786.0,119.86649131860631,3382,2.0,80.11,82.75,2.6400000000000006,20016
5766,Lippe,8.932287954383463,1631.0,78015,103010,76702,124281.0,13085.0,281.4533666075541,11745,5.0,80.28,83.7,3.4200000000000017,22582
5770,Minden-Lübbecke,8.596070915189268,2371.0,69376,94587,67144,115950.0,9065.0,271.64811134925935,16208,9.0,79.48,81.85,2.3699999999999903,21652
5774,Paderborn,10.232246362525137,1767.0,82300,88820,52365,111533.0,9914.0,244.09047160731473,18354,6.0,79.24,81.47,2.230000000000004,19968
5911,Bochum,8.26063354371035,3562.0,98172,103707,79659,119951.0,18556.0,2504.064259233832,3799,8.0,79.74,81.4,1.6600000000000108,19422
5913,Dortmund,9.350354242119755,3928.0,158510,167407,119108,189010.0,37414.0,2088.2084713761533,14658,11.0,79.68,81.48,1.7999999999999972,18206
5914,Hagen,9.331160999555658,1732.0,43783,55529,42213,63129.0,10052.0,1178.2112807728265,,5.0,78.52,80.77,2.25,20017
5915,Hamm,9.052548258889502,1753.0,43833,51817,36443,58024.0,8413.0,792.2845912644084,2810,5.0,79.7,81.89,2.1899999999999977,17766
5916,Herne,8.373382268962022,1625.0,36698,46722,34099,47558.0,10110.0,3030.9412679891093,99,5.0,80.13,82.68,2.5500000000000114,17679
5954,Ennepe-Ruhr-Kreis,7.906023549335183,1894.0,70909,101068,75603,115296.0,11770.0,795.7084269114345,5175,7.0,79.52,81.78,2.260000000000005,24236
5958,Hochsauerlandkreis,7.734245266566071,2095.0,57924,81555,56459,99180.0,6987.0,134.56077789171346,8364,11.0,80.45,82.43,1.980000000000004,22750
5962,Märkischer Kreis,8.602233216634508,2931.0,92461,128432,89486,155617.0,14978.0,392.2219290143819,10364,12.0,79.5,82.63,3.1299999999999955,24680
5966,Olpe,9.283907160928392,832.0,31640,42443,26364,53449.0,3328.0,191.48622461875473,2836,2.0,79.18,82.32,3.1399999999999864,27125
5970,Siegen-Wittgenstein,8.824786324786324,2109.0,69904,81899,58463,103974.0,8491.0,247.86166353308792,4354,6.0,79.44,82.09,2.6500000000000057,23366
5974,Soest,8.65030776085414,2044.0,68659,93254,61912,110590.0,10049.0,228.05069884015865,8690,9.0,80.17,82.75,2.5799999999999983,21376
5978,Unna,8.039693461436489,2685.0,86739,122421,86906,135328.0,18388.0,729.0642661217577,9307,9.0,79.79,83.67,3.8799999999999955,20283
6411,Darmstadt,10.022336227816648,1482.0,52187,40538,26960,53988.0,5179.0,1272.4465558194775,38109,6.0,78.73,82.63,3.8999999999999915,21177
6412,Frankfurt am Main,11.636603847749656,6040.0,239216,209805,115485,265260.0,25719.0,2950.698723369981,206419,17.0,79.69,83.18,3.490000000000009,20555
6413,Offenbach am Main,11.920733185704819,1121.0,36254,34995,21032,43941.0,7057.0,2756.3822677656494,40430,5.0,79.89,82.83,2.9399999999999977,17459
6414,Wiesbaden,11.364212325047607,2087.0,72105,79791,55062,99120.0,10930.0,1354.4745746089343,84727,9.0,79.88,83.41,3.530000000000001,22243
6431,Bergstraße,8.283132530120483,1036.0,58607,84382,57677,97676.0,5688.0,370.98065376917947,83845,8.0,80.16,82.67,2.510000000000005,22341
6432,Darmstadt-Dieburg,8.767885016719438,535.0,67140,91696,59144,108611.0,7359.0,444.50466864040084,113069,2.0,79.94,84.05,4.109999999999999,22927
6433,Groß-Gerau,10.34047255696469,1034.0,67473,79660,51081,100567.0,8559.0,587.2373300370828,93296,3.0,79.71,83.16,3.450000000000003,20066
6434,Hochtaunuskreis,8.739348918505572,1127.0,47169,73658,52306,80892.0,4068.0,484.26828762292024,99982,8.0,80.99,83.89,2.9000000000000057,29288
6435,Main-Kinzig-Kreis,8.731515016166775,1692.0,94402,127240,86724,151925.0,10792.0,294.7680242708721,97816,4.0,78.88,82.22,3.3400000000000034,21744
6436,Main-Taunus-Kreis,9.280732495018208,674.0,51544,72726,49147,88855.0,4838.0,1047.0254957507084,78467,5.0,80.21,84.0,3.7900000000000063,25785
6437,Odenwaldkreis,7.907216494845361,421.0,21057,29671,21747,34784.0,2860.0,155.45370043911663,10454,4.0,79.6,83.47,3.8700000000000045,20249
6438,Offenbach,9.635619837803759,651.0,81819,105123,72587,127630.0,8944.0,974.9003648610721,121443,3.0,79.76,82.97,3.2099999999999937,22726
6439,Rheingau-Taunus-Kreis,7.56053314794095,821.0,38067,58714,41069,66132.0,4170.0,226.8866761965791,30970,8.0,80.41,83.69,3.280000000000001,23723
6440,Wetteraukreis,8.326405701965019,1252.0,68617,94582,62128,109984.0,7874.0,274.31065967711163,107395,9.0,79.66,82.32,2.6599999999999966,22008
6531,Gießen,9.344583912687376,2271.0,75716,73558,49824,89855.0,9311.0,307.14193782395546,54815,5.0,79.35,82.41,3.0600000000000023,19762
6532,Lahn-Dill-Kreis,8.385769077328403,1785.0,57585,77134,54528,91919.0,7883.0,237.37447610475093,32446,11.0,80.34,83.1,2.759999999999991,21813
6533,Limburg-Weilburg,8.335175253894208,977.0,38772,53428,35268,59799.0,4786.0,232.80522153612824,25798,5.0,79.67,82.59,2.9200000000000017,20920
6534,Marburg-Biedenkopf,8.314270452330565,1622.0,67882,69821,46922,87601.0,5078.0,194.24260425329692,26422,5.0,80.22,83.5,3.280000000000001,19718
6535,Vogelsbergkreis,7.253673454165734,682.0,22165,33592,24798,39408.0,2291.0,73.51386918347625,9473,5.0,80.18,83.71,3.529999999999987,20485
6611,Kassel,9.682600614191047,2588.0,59770,53494,39045,65333.0,9533.0,1854.1299868889305,16401,8.0,79.88,82.12,2.240000000000009,18621
6631,Fulda,8.94009049115985,1452.0,52554,65704,44970,80198.0,3850.0,159.46047751506723,27423,7.0,79.81,83.51,3.700000000000003,20783
6632,Hersfeld-Rotenburg,8.16235577637291,977.0,25764,36473,28338,43143.0,3062.0,110.44106789656462,4320,4.0,79.37,82.36,2.989999999999995,20264
6633,Kassel,7.548353992358352,951.0,47519,73270,57173,86132.0,6000.0,182.3879281007332,31758,6.0,79.98,82.18,2.200000000000003,21595
6634,Schwalm-Eder-Kreis,7.925239864677501,643.0,38743,56328,40578,66848.0,4803.0,117.19780826903953,16856,6.0,79.4,81.85,2.4499999999999886,20518
6635,Waldeck-Frankenberg,7.938220214224072,1611.0,33608,48660,35464,60108.0,4015.0,85.25629581541291,9542,12.0,79.94,81.59,1.6500000000000057,20883
6636,Werra-Meißner-Kreis,6.801370203048205,597.0,20397,30794,25353,34035.0,3294.0,98.28730360105396,4358,2.0,79.64,82.79,3.1500000000000057,19339
7111,Koblenz,9.255147176380722,1751.0,33393,29742,24227,37198.0,3956.0,1070.6162038798022,16933,3.0,80.41,81.85,1.4399999999999977,20254
7131,Ahrweiler,7.45871487829694,910.0,26417,39520,30566,44185.0,2845.0,162.3527617885869,19530,8.0,79.29,82.36,3.069999999999993,22438
7132,Altenkirchen (Westerwald),8.353268148423409,385.0,28378,39741,27607,46477.0,3627.0,201.19780065731064,7206,2.0,78.37,80.63,2.259999999999991,20718
7133,Bad Kreuznach,7.830583914144151,959.0,33769,48181,35088,56861.0,5666.0,181.56883177029061,24034,5.0,80.32,81.58,1.2600000000000051,21351
7134,Birkenfeld,7.256714011040129,671.0,17072,24566,19079,28846.0,2865.0,103.80905777972364,3407,2.0,80.03,82.46,2.4299999999999926,21382
7135,Cochem-Zell,7.821640941802504,445.0,12991,19378,14495,22616.0,1255.0,90.11482631616957,4516,3.0,79.77,82.23,2.460000000000008,21887
7137,Mayen-Koblenz,8.847469623687626,985.0,47216,66041,44708,77848.0,5209.0,259.30842928285637,41058,5.0,80.17,82.65,2.480000000000004,21559
7138,Neuwied,8.280977553901081,1511.0,38807,55648,39254,65003.0,5590.0,288.18115109749874,19529,6.0,80.35,82.17,1.8200000000000074,22447
7140,Rhein-Hunsrück-Kreis,8.251324015644355,444.0,22057,32013,22223,38435.0,2438.0,103.44657108552865,14149,2.0,79.7,81.62,1.9200000000000017,21971
7141,Rhein-Lahn-Kreis,8.029592935253312,1007.0,26710,38187,27851,44171.0,2763.0,157.91875447387258,7272,6.0,79.55,82.07,2.519999999999996,21912
7143,Westerwaldkreis,8.437259737795928,534.0,44251,63455,40718,74705.0,4428.0,202.53392384072478,30755,2.0,80.03,83.15,3.1200000000000045,22817
7211,Trier,8.945820352611518,1694.0,40576,28834,19312,31302.0,3050.0,981.0808503372322,10076,3.0,79.46,80.7,1.240000000000009,19938
7231,Bernkastel-Wittlich,8.495189040311907,496.0,24319,34690,24346,40963.0,2297.0,95.77677095555804,20604,1.0,80.65,82.75,2.0999999999999943,23533
7232,Eifelkreis Bitburg-Prüm,9.466968512039514,669.0,22425,30143,19453,28899.0,1640.0,59.75564013798277,14304,2.0,78.14,81.85,3.7099999999999937,21339
7233,Vulkaneifel,7.221107346119682,209.0,12553,18647,14181,21420.0,1437.0,66.730330172111,3877,1.0,79.92,80.88,0.9599999999999937,21051
7235,Trier-Saarburg,8.473030223177183,370.0,33045,47043,28878,44545.0,2665.0,134.36132546527463,32625,2.0,77.73,80.62,2.8900000000000006,21976
7311,Frankenthal (Pfalz),9.304633707586378,315.0,11733,13856,10874,16558.0,1728.0,1105.1873857404023,.,1.0,79.43,82.44,3.009999999999991,19999
7312,Kaiserslautern,8.911896061713357,1183.0,29683,26530,19735,32576.0,4993.0,705.0236152855302,16234,2.0,80.44,83.07,2.6299999999999955,18870
7313,Landau in der Pfalz,8.862043119791897,844.0,13118,13098,8645,15885.0,1193.0,546.7936354869818,5060,2.0,77.84,77.9,0.060000000000002274,21099
7314,Ludwigshafen am Rhein,10.630289342998335,2021.0,43477,47393,31994,59622.0,7558.0,2124.0232108317214,23270,4.0,78.25,80.13,1.8799999999999955,18453
7315,Mainz,10.158309459002092,2245.0,72930,54332,37072,75207.0,7232.0,2146.2962962962965,39922,4.0,77.92,81.13,3.2099999999999937,20841
7316,Neustadt an der Weinstraße,8.320911715315384,422.0,11669,15951,12483,18967.0,1552.0,452.5960717335611,8696,1.0,77.34,79.67,2.3299999999999983,24580
7317,Pirmasens,8.64797507788162,413.0,8599,11683,10265,13145.0,2653.0,653.8210852207919,2510,1.0,79.48,82.45,2.969999999999999,19662
7318,Speyer,8.969055763264656,631.0,11402,15357,10913,18605.0,1672.0,1180.3755868544602,.,2.0,79.37,82.34,2.969999999999999,23067
7319,Worms,10.182455969403913,654.0,20841,23899,16404,30421.0,3485.0,755.0997884668444,8910,3.0,77.99,81.59,3.6000000000000085,19940
7320,Zweibrücken,8.318739054290718,219.0,8340,9758,7750,11965.0,1350.0,484.9943374858437,3771,1.0,79.61,82.12,2.510000000000005,19759
7331,Alzey-Worms,8.77634080802049,621.0,28300,41169,23840,48994.0,2968.0,216.40453641201776,26900,2.0,78.92,81.88,2.9599999999999937,21770
7332,Bad Dürkheim,7.465791245281878,509.0,26092,42733,30669,48922.0,2829.0,222.27210060862842,26093,4.0,79.22,80.86,1.6400000000000006,24556
7333,Donnersbergkreis,7.73627542203908,178.0,15882,24050,15245,28679.0,2185.0,116.54892483113342,10045,1.0,79.44,82.81,3.3700000000000045,20540
7334,Germersheim,9.002144489917756,320.0,30502,40093,23971,51247.0,3164.0,274.7447933527571,27282,1.0,80.05,82.8,2.75,21292
7335,Kaiserslautern,9.079130385077072,555.0,23014,32544,21776,37809.0,2945.0,164.04013252484842,19416,1.0,80.23,82.74,2.509999999999991,20630
7336,Kusel,7.634125385579672,0.0,14787,22321,15999,26183.0,1753.0,123.83053685422261,5619,0.0,79.5,82.47,2.969999999999999,19756
7337,Südliche Weinstraße,8.15192805312777,686.0,23129,35327,24289,41162.0,2371.0,172.74006001500373,15037,3.0,81.34,84.61,3.269999999999996,22360
7338,Rhein-Pfalz-Kreis,8.637641376215804,0.0,32304,47856,33551,58827.0,2916.0,496.9698957171903,27466,0.0,81.15,84.53,3.3799999999999955,24415
7339,Mainz-Bingen,8.84794657698959,347.0,45302,67692,40785,79494.0,4289.0,344.6181530029385,67771,3.0,81.65,84.31,2.6599999999999966,26177
7340,Südwestpfalz,7.514978128822273,228.0,19432,30786,22965,35973.0,2317.0,101.1607788857781,9205,2.0,80.87,83.93,3.0600000000000023,21698
8111,Stuttgart,10.276750815246144,5189.0,205089,168247,112325,228667.0,17565.0,3008.140824692549,265034,20.0,81.86,84.1,2.239999999999995,23759
8115,Böblingen,9.856247754280963,1099.0,93670,114354,75327,149903.0,6824.0,617.1392962351493,40166,5.0,81.07,83.88,2.8100000000000023,23483
8116,Esslingen,9.39276167799026,2005.0,129213,157881,106245,205782.0,9741.0,817.0589885888882,27549,8.0,80.84,82.52,1.6799999999999926,23606
8117,Göppingen,8.53811488868403,1328.0,58663,76376,53744,95672.0,5169.0,393.4693941092222,34614,3.0,80.25,83.05,2.799999999999997,22333
8118,Ludwigsburg,10.363732366675778,1751.0,133241,160838,104540,211961.0,10323.0,777.5927085304951,44281,8.0,80.21,82.82,2.6099999999999994,23470
8119,Rems-Murr-Kreis,8.835253280439426,1317.0,97490,128721,86980,162715.0,8410.0,488.7966998391871,17170,4.0,80.69,83.86,3.1700000000000017,23752
8121,Heilbronn,10.076121631434235,1089.0,33950,33925,24318,46102.0,3934.0,1227.1425710853025,7571,5.0,80.92,80.93,0.010000000000005116,41707
8125,Heilbronn,9.276648683565199,1252.0,80675,104104,62684,135098.0,6457.0,304.00843690053,101689,4.0,80.47,83.28,2.8100000000000023,23040
8126,Hohenlohekreis,8.77646781205471,283.0,26995,33754,20636,46501.0,1916.0,141.84690251815232,23680,1.0,78.33,81.59,3.260000000000005,22708
8127,Schwäbisch Hall,9.649608066216457,687.0,46889,57996,35616,77081.0,3756.0,129.1199460916442,30274,3.0,80.05,83.86,3.8100000000000023,21443
8128,Main-Tauber-Kreis,8.011741475703769,1130.0,30082,39901,28490,51626.0,2422.0,101.33393641569751,12149,7.0,80.55,83.66,3.1099999999999994,21685
8135,Heidenheim,8.864066438361412,537.0,30196,38440,28353,49460.0,3721.0,208.1338797378534,6690,1.0,80.7,83.56,2.8599999999999994,21826
8136,Ostalbkreis,9.003678234447467,1054.0,75250,93251,62082,120242.0,6030.0,206.83792348353037,19083,5.0,80.54,83.21,2.6699999999999875,22322
8211,Baden-Baden,8.216395864106351,739.0,11524,16015,14289,18831.0,1564.0,386.27772626774123,3351,4.0,79.72,82.43,2.710000000000008,29043
8212,Karlsruhe,9.543305551493884,2758.0,100172,83139,56786,108065.0,8672.0,1774.2130750605327,4663,7.0,79.53,82.44,2.9099999999999966,21417
8215,Karlsruhe,8.50998414559438,1019.0,100159,135739,89434,170123.0,7652.0,401.71528641872897,28480,3.0,80.4,83.17,2.769999999999996,22619
8216,Rastatt,8.59438880927051,577.0,51507,70836,47365,92449.0,4418.0,307.9174280879865,5636,5.0,80.76,83.35,2.589999999999989,21659
8221,Heidelberg,9.387778609687265,3008.0,59820,38150,25382,45423.0,3621.0,1435.7497243660418,2429,13.0,80.74,84.03,3.2900000000000063,22337
8222,Mannheim,9.817515861076592,2539.0,94242,84448,56749,111631.0,9489.0,2109.4094922737304,628,5.0,80.24,84.17,3.930000000000007,19846
8225,Neckar-Odenwald-Kreis,8.18548161414899,519.0,32054,44597,29705,55404.0,3026.0,126.9132075471698,1302,4.0,79.49,83.12,3.6300000000000097,20684
8226,Rhein-Neckar-Kreis,9.098307862377482,1485.0,125671,166421,113114,203577.0,12911.0,510.3644121276055,54436,5.0,81.03,83.9,2.8700000000000045,23240
8231,Pforzheim,11.092296743478368,1178.0,33265,33348,24928,44471.0,4622.0,1247.4183673469388,8062,7.0,81.16,84.52,3.3599999999999994,21646
8235,Calw,8.46426663405403,1211.0,35161,47740,31408,60419.0,3306.0,194.8050808140337,20629,7.0,80.56,83.55,2.989999999999995,22535
8236,Enzkreis,8.196219640325197,313.0,43515,61217,40429,76987.0,3036.0,341.76297303421705,37918,4.0,81.03,83.8,2.769999999999996,23687
8237,Freudenstadt,9.042182512711536,456.0,26712,35760,23290,47143.0,2251.0,133.49834035857444,4971,2.0,80.93,82.87,1.9399999999999977,23297
8311,Freiburg im Breisgau,10.737964513037063,2252.0,79692,57658,36414,72410.0,6961.0,1479.1127662354631,18727,10.0,80.74,83.31,2.5700000000000074,20233
8315,Breisgau-Hochschwarzwald,9.015205387362393,1297.0,57747,77948,53921,93061.0,4640.0,186.706376557138,20928,14.0,80.68,82.92,2.239999999999995,23000
8316,Emmendingen,8.964598166360236,996.0,36595,50375,32497,63472.0,2868.0,238.39795257986702,14207,4.0,81.07,84.07,3.0,21395
8317,Ortenaukreis,9.03819512218345,2264.0,97030,127856,84647,167257.0,8129.0,226.98126256186382,40321,14.0,80.56,83.75,3.1899999999999977,21662
8325,Rottweil,9.381818181818183,830.0,31010,41800,28506,54746.0,2233.0,178.70371573762398,4454,4.0,81.1,84.11,3.010000000000005,23204
8326,Schwarzwald-Baar-Kreis,8.767076242081966,1242.0,50070,60670,45667,80140.0,4079.0,204.48276534732653,8750,5.0,81.7,83.65,1.9500000000000028,22919
8327,Tuttlingen,9.340731739455075,363.0,33417,39983,26366,55053.0,2108.0,186.02301354939743,23950,2.0,81.85,84.49,2.6400000000000006,23851
8335,Konstanz,8.90869391483046,1639.0,71897,81419,57413,94203.0,6014.0,342.6587447125847,36985,10.0,81.51,83.19,1.6799999999999926,22339
8336,Lörrach,8.341126029959243,829.0,52989,69880,44960,71115.0,4223.0,281.01046159948436,9473,3.0,82.14,83.54,1.4000000000000057,23199
8337,Waldshut,7.434722776583006,659.0,38469,50133,34326,51076.0,2679.0,148.39722055235333,30795,6.0,80.91,83.59,2.680000000000007,22165
8415,Reutlingen,8.858152584248156,1137.0,68058,85298,56836,110064.0,5689.0,274.40496454590556,13333,5.0,80.35,83.59,3.240000000000009,23126
8416,Tübingen,9.448378764588414,1906.0,66330,62589,36722,79550.0,3777.0,427.27517864365643,64338,6.0,81.61,83.94,2.3299999999999983,21513
8417,Zollernalbkreis,8.102017550836448,578.0,42894,57466,40210,72646.0,3938.0,205.5060966972137,13828,5.0,81.46,83.63,2.1700000000000017,23938
8421,Ulm,10.184611370233862,1514.0,37925,32769,22707,46221.0,2976.0,1033.2462718004888,7197,6.0,80.32,83.35,3.030000000000001,24682
8425,Alb-Donau-Kreis,9.380335651522092,418.0,45924,58321,35998,76992.0,2976.0,141.39121346611023,22318,4.0,80.71,82.81,2.1000000000000085,21860
