,Index,Name,Type,Total_births,Male_births,Female_births,Hospitals_hospital,Beds in hospitals (JD)_hospital,Opthamology_hospital,Surgery_hospital,Welfare and obstetrics_hospital,"Ear, nose, and throat specialists_hospital",Skin and venereal disease_hospital,Internal Medicine_hospital,Geriatrics_hospital,Pediatrics_hospital,Neurology_hospital,Orthopedics_hospital,Urology_hospital,Other areas_hospital,Children and youth psychiatry and psychotherapy_hospital,Psychiatry and psychotherapy_hospital,Psychotherapeutic medicine_hospital,Total_deaths,Male_deaths,Female_deaths,"Graduates, Male_edu","Graduates, Female_edu","Hauptschulabschluss Graduates, Male_edu","Hauptschulabschluss Graduates, Female_edu","Mittlerem Abschluss Graduates, Male_edu","Mittlerem Abschluss Graduates, Female_edu","Fachhochschulreife Graduates, Male_edu","Fachhochschulreife Graduates, Female_edu","Allg. Hochschulreife-einschl.fachge.Hochschulreife Graduates, Male_edu","Allg. Hochschulreife-einschl.fachge.Hochschulreife Graduates, Female_edu","nachrichtl.: zus.erw.schul.Teil d. Fachhochs.reife, Male_edu","nachrichtl.: zus.erw.schul.Teil d. Fachhochs.reife, Female_edu","Total, Under 3 years_age","Total, 3 to under 6 years_age","Total, 6 to under 10 years_age","Total, 10 to under 15 years_age","Total, 15 to under 18 years_age","Total, 18 to under 20 years_age","Total, 20 to under 25 years_age","Total, 25 to under 30 years_age","Total, 30 to under 35 years_age","Total, 35 to under 40 years_age","Total, 40 to under 45 years_age","Total, 45 to under 50 years_age","Total, 50 to under 55 years_age","Total, 55 to under 60 years_age","Total, 60 to under 65 years_age","Total, 65 to under 75 years_age","Total, 75 years and older_age",Total_age,"Male, Under 3 years_age","Male, 3 to under 6 years_age","Male, 6 to under 10 years_age","Male, 10 to under 15 years_age","Male, 15 to under 18 years_age","Male, 18 to under 20 years_age","Male, 20 to under 25 years_age","Male, 25 to under 30 years_age","Male, 30 to under 35 years_age","Male, 35 to under 40 years_age","Male, 40 to under 45 years_age","Male, 45 to under 50 years_age","Male, 50 to under 55 years_age","Male, 55 to under 60 years_age","Male, 60 to under 65 years_age","Male, 65 to under 75 years_age","Male, 75 years and older_age","Male, Total_age","Female, Under 3 years_age","Female, 3 to under 6 years_age","Female, 6 to under 10 years_age","Female, 10 to under 15 years_age","Female, 15 to under 18 years_age","Female, 18 to under 20 years_age","Female, 20 to under 25 years_age","Female, 25 to under 30 years_age","Female, 30 to under 35 years_age","Female, 35 to under 40 years_age","Female, 40 to under 45 years_age","Female, 45 to under 50 years_age","Female, 50 to under 55 years_age","Female, 55 to under 60 years_age","Female, 60 to under 65 years_age","Female, 65 to under 75 years_age","Female, 75 years and older_age","Female, Total_age",Total_workingAge,"Total, Male_workingAge","Total, Female_workingAge",Foreigners_workingAge,"Foreigneres, Male_workingAge","Foreigners, Female_workingAge",Area (km^2)_surface,Total Unemployed_unemployed,Foreigners_unemployed,Severely Impaired_unemployed,15 to under 20 years_unemployed,15 to under 25 years_unemployed,55 to under 65 years_unemployed,Long-term Unemployed_unemployed,Veräußerungsfälle von Bauland - Total (Number)_worthArea,Veräußerte Baulandfläche - Total (1000 qm)_worthArea,Kaufsumme - Total (Tsd. EUR)_worthArea,Durchschnittlicher Kaufwert je qm - Total (EUR)_worthArea,Veräußerungsfälle von Bauland - Building Land (Number)_worthArea,Veräußerte Baulandfläche - Building Land (1000 qm)_worthArea,Kaufsumme - Building Land (Tsd. EUR)_worthArea,Durchschnittlicher Kaufwert je qm - Building Land (EUR)_worthArea
226,9171,Altötting, Landkreis,948,454,494,3,571,0,172,58,12,0,184,20,45,20,30,30,0,0,0,0,1298,617,681,535,245,1,0,117,34,335,172,82,39,0,0,2825,2876,3806,5255,3578,2391,6046,6144,6345,6123,6622,8740,9338,8307,6938,11089,12062,108485,1405,1490,1957,2701,1860,1232,3188,3187,3275,3106,3370,4425,4727,4159,3369,5152,4766,53369,1420,1386,1849,2554,1718,1159,2858,2957,3070,3017,3252,4315,4611,4148,3569,5937,7296,55116,41998,24004,17994,2946,1954,992,569.35,2112,372,183,42,216,491,569,243,338,25324,"74,93",208,231,21694,"93,73"
227,9172,Berchtesgadener Land, Landkreis,916,472,444,9,606,1,156,21,3,40,274,0,0,25,50,6,0,0,0,30,1218,571,647,168,87,13,2,86,37,69,48,0,0,0,0,2670,2545,3379,4456,3115,2276,6190,6742,6418,5966,5985,8110,8463,7145,6103,11857,12487,103907,1403,1283,1744,2312,1657,1188,3298,3577,3321,2984,3027,4101,4123,3548,2847,5508,4976,50897,1267,1262,1635,2144,1458,1088,2892,3165,3097,2982,2958,4009,4340,3597,3256,6349,7511,53010,32850,16859,15991,3644,1882,1762,839.92,2123,468,188,39,211,493,486,59,141,20367,"144,71",44,58,15661,"269,00"
228,9173,Bad Tölz-Wolfratshausen, Landkreis,1132,557,575,4,624,4,130,22,9,0,207,0,0,25,68,36,0,0,0,123,1276,601,675,422,189,13,4,76,34,276,125,57,26,0,0,3415,3353,4582,6242,4098,2910,6925,7100,6997,7448,7798,10692,10830,9052,7162,12978,13348,124930,1749,1740,2392,3160,2137,1561,3658,3693,3479,3663,3813,5298,5450,4551,3483,6086,5549,61462,1666,1613,2190,3082,1961,1349,3267,3407,3518,3785,3985,5394,5380,4501,3679,6892,7799,63468,46388,24105,22283,4900,2878,2022,1110.69,1779,396,130,37,184,445,313,142,316,82642,"261,86",127,239,73293,"306,22"
229,9174,Dachau, Landkreis,1427,716,711,1,489,0,160,45,42,0,135,35,4,52,0,16,0,0,0,0,1286,615,671,225,132,14,6,90,50,121,76,0,0,0,0,4334,4338,5681,7268,4752,3525,8697,9346,9792,10267,10105,13087,12873,10333,8138,13673,13161,149370,2245,2258,2907,3701,2575,1913,4669,4875,4929,5170,5086,6602,6568,5256,3986,6595,5410,74745,2089,2080,2774,3567,2177,1612,4028,4471,4863,5097,5019,6485,6305,5077,4152,7078,7751,74625,61389,32794,28595,8011,4841,3170,579.18,1948,575,158,45,213,428,347,290,410,98430,"239,85",223,133,61745,"463,31"
230,9175,Ebersberg, Landkreis,1262,628,634,1,328,0,124,18,2,0,132,0,0,0,11,23,0,0,0,18,1210,602,608,61,23,53,23,1,0,7,0,0,0,0,0,4156,4121,5701,7160,4730,3367,7618,7425,8120,8987,9495,12592,11949,9329,7025,12774,12872,137421,2119,2146,2940,3710,2492,1868,4138,3789,4028,4458,4719,6450,5989,4712,3420,6065,5521,68564,2037,1975,2761,3450,2238,1499,3480,3636,4092,4529,4776,6142,5960,4617,3605,6709,7351,68857,53449,27950,25499,5711,3270,2441,549.37,1593,376,128,29,147,387,317,163,144,57450,"398,09",132,83,51120,"616,52"
231,9176,Eichstätt, Landkreis,1325,680,645,2,449,1,128,24,2,0,145,20,0,116,8,5,0,0,0,0,1187,610,577,60,36,24,1,0,0,36,35,0,0,0,0,3938,3791,4943,6767,4485,3233,8029,8336,8434,8341,8416,10511,10843,9419,7322,10380,11617,128805,2011,1967,2564,3486,2305,1713,4234,4425,4411,4315,4340,5499,5526,4819,3717,5154,4798,65284,1927,1824,2379,3281,2180,1520,3795,3911,4023,4026,4076,5012,5317,4600,3605,5226,6819,63521,52057,30441,21616,3104,2141,963,1214.05,933,174,74,32,119,210,105,447,458,71241,"155,47",413,298,58527,"196,48"
232,9177,Erding, Landkreis,1297,690,607,3,406,1,121,38,6,0,194,20,0,0,8,10,8,0,0,0,1098,535,563,486,255,4,0,121,57,291,143,70,55,0,0,3892,3799,5241,7066,4734,3218,7719,8047,8314,9063,9386,12367,12264,9432,7339,11028,10838,133747,2035,1993,2697,3629,2437,1637,4109,4137,4141,4624,4741,6373,6309,4819,3737,5337,4566,67321,1857,1806,2544,3437,2297,1581,3610,3910,4173,4439,4645,5994,5955,4613,3602,5691,6272,66426,55734,30053,25681,4894,2917,1977,870.72,1508,298,120,33,166,336,307,281,714,106599,"149,27",246,314,59745,"190,40"
233,9178,Freising, Landkreis,1779,925,854,1,353,1,106,25,2,0,192,0,0,0,0,5,0,0,0,22,1388,647,741,450,204,16,5,35,30,310,122,89,47,0,0,5229,5039,6516,8435,5679,4266,11637,12844,12191,11899,12073,15120,14760,11762,8735,13875,13165,173225,2672,2617,3341,4386,3005,2262,6174,6770,6318,6130,6320,7775,7675,6113,4348,6724,5519,88149,2557,2422,3175,4049,2674,2004,5463,6074,5873,5769,5753,7345,7085,5649,4387,7151,7646,85076,73578,40371,33207,10601,6600,4001,799.83,2184,609,173,45,226,460,364,249,329,55677,"169,10",158,127,41959,"330,16"
234,9179,Fürstenfeldbruck, Landkreis,1923,961,962,1,380,0,119,25,12,0,159,0,0,11,24,30,0,0,0,0,1992,927,1065,624,322,3,0,79,53,453,212,89,57,0,0,6124,6298,8168,10358,6661,4696,11122,11720,12386,13845,14030,18200,17963,14258,11681,23441,22530,213481,3095,3274,4176,5208,3509,2495,5782,5959,6110,6783,6980,9228,8967,6986,5408,10825,9488,104273,3029,3024,3992,5150,3152,2201,5340,5761,6276,7062,7050,8972,8996,7272,6273,12616,13042,109208,80711,41936,38775,9245,5376,3869,434.79,3488,966,209,71,341,751,860,242,283,112804,"399,20",217,168,92561,"551,99"
235,9180,Garmisch-Partenkirchen, Landkreis,711,374,337,8,1281,3,670,25,2,0,223,20,140,25,23,29,15,16,66,24,1064,500,564,37,22,3,2,14,1,20,19,0,0,0,0,2169,2053,2853,3693,2667,1918,4863,4861,4674,4843,5103,7025,7640,6005,5250,10547,11221,87385,1135,1065,1504,1919,1423,1009,2624,2554,2318,2310,2501,3396,3817,2923,2470,4820,4582,42370,1034,988,1349,1774,1244,909,2239,2307,2356,2533,2602,3629,3823,3082,2780,5727,6639,45015,29887,14753,15134,3306,1829,1477,1012.22,1597,365,90,32,153,386,308,117,163,46646,"287,03",96,138,44113,"320,79"
236,9181,Landsberg am Lech, Landkreis,1000,527,473,3,472,1,75,31,2,0,100,0,12,0,0,0,0,0,56,195,1069,509,560,439,186,9,5,89,23,263,117,78,41,0,0,3098,3192,4558,6153,4396,3044,6591,6484,6457,6919,7387,10583,10738,8632,6782,11624,11019,117657,1583,1634,2336,3128,2331,1616,3647,3573,3356,3500,3641,5287,5308,4373,3278,5689,4608,58888,1515,1558,2222,3025,2065,1428,2944,2911,3101,3419,3746,5296,5430,4259,3504,5935,6411,58769,42696,22575,20121,2610,1538,1072,804.38,1755,264,117,31,184,421,326,243,489,54412,"111,34",192,165,37436,"226,89"
237,9182,Miesbach, Landkreis,856,435,421,3,453,0,105,18,1,0,176,33,0,0,12,0,0,0,90,18,1045,487,558,279,188,25,3,37,36,174,116,43,33,0,0,2578,2491,3618,4567,2999,2190,5451,5519,5338,5748,6102,8582,8661,6965,5428,11021,11028,98286,1321,1272,1892,2314,1627,1214,2932,2896,2679,2808,2990,4266,4205,3477,2571,5064,4537,48065,1257,1219,1726,2253,1372,976,2519,2623,2659,2940,3112,4316,4456,3488,2857,5957,6491,50221,35848,18237,17611,4288,2409,1879,866.23,1387,291,98,20,118,337,293,148,232,63921,"275,31",112,159,52047,"326,91"
238,9183,Mühldorf am Inn, Landkreis,961,507,454,2,393,0,107,22,5,0,182,0,0,0,0,25,0,0,52,0,1333,662,671,321,179,49,10,219,122,46,41,7,6,0,0,3068,2984,3981,5341,3764,2747,6741,6882,6519,6741,7073,9304,9627,8496,6808,10919,11039,112034,1628,1551,2043,2715,1919,1467,3687,3733,3502,3453,3668,4820,4918,4326,3416,5231,4422,56499,1440,1433,1938,2626,1845,1280,3054,3149,3017,3288,3405,4484,4709,4170,3392,5688,6617,55535,42458,23771,18687,3198,2108,1090,805.31,2376,447,233,49,234,526,720,348,490,29835,"60,94",276,224,24130,"107,90"
239,9184,München, Landkreis,3339,1716,1623,4,1282,0,30,18,0,0,0,40,0,37,50,65,0,0,926,116,3125,1452,1673,118,66,0,0,0,0,106,64,12,2,0,0,9969,10358,14413,17196,10238,7448,18652,19399,20409,22457,23659,29857,27689,21335,17167,35195,34562,340003,5069,5325,7394,8933,5286,4087,10393,10152,10218,10995,11593,15178,13941,10651,8156,16198,14811,168380,4900,5033,7019,8263,4952,3361,8259,9247,10191,11462,12066,14679,13748,10684,9011,18997,19751,171623,126075,65278,60797,19798,11228,8570,664.25,5041,1604,347,62,324,1092,1279,83,125,84440,"672,91",63,88,69443,"793,41"
240,9185,Neuburg-Schrobenhausen, Landkreis,892,437,455,2,448,2,136,37,2,0,152,0,70,0,0,19,0,30,0,0,958,463,495,447,215,112,43,120,62,166,82,49,28,0,0,2756,2700,3482,4708,3263,2263,5540,5772,5942,6059,6072,7652,8130,7143,5618,8635,8919,94654,1348,1389,1768,2452,1665,1224,2972,3105,3064,3195,3090,3958,4181,3594,2798,4235,3542,47580,1408,1311,1714,2256,1598,1039,2568,2667,2878,2864,2982,3694,3949,3549,2820,4400,5377,47074,38191,21852,16339,2776,1981,795,739.81,1063,212,91,35,130,263,230,303,374,39275,"104,94",245,198,29065,"146,69"
241,9186,Pfaffenhofen an der Ilm, Landkreis,1173,629,544,1,332,0,129,31,1,0,166,0,0,0,5,0,0,0,0,0,1090,515,575,215,57,42,6,17,0,122,35,34,16,0,0,3633,3525,4551,5948,4122,2872,7340,7934,8377,8160,8101,10377,10978,9290,7295,10717,10908,124128,1871,1799,2362,3015,2175,1547,4006,4347,4353,4343,4225,5429,5659,4755,3643,5230,4566,63325,1762,1726,2189,2933,1947,1325,3334,3587,4024,3817,3876,4948,5319,4535,3652,5487,6342,60803,50231,28570,21661,4168,2868,1300,761.14,1345,231,106,26,137,347,205,274,637,64329,"101,06",222,189,43284,"229,14"
242,9187,Rosenheim, Landkreis,2224,1164,1060,18,2722,0,285,79,10,0,412,63,60,228,236,4,38,0,397,910,2589,1244,1345,384,139,11,0,108,18,239,103,26,18,0,0,6860,6968,9250,12778,8808,5953,14802,14779,14534,14638,15976,21809,22296,18660,15248,27014,25701,256074,3515,3526,4847,6579,4647,3166,8000,7884,7439,7306,7901,10833,11044,9325,7360,12855,10669,126896,3345,3442,4403,6199,4161,2787,6802,6895,7095,7332,8075,10976,11252,9335,7888,14159,15032,129178,92661,48403,44258,7674,4449,3225,1439.54,3631,598,269,82,400,849,796,501,758,104723,"138,20",332,256,83709,"326,55"
243,9188,Starnberg, Landkreis,1104,595,509,10,1305,4,251,59,6,0,606,10,29,131,16,10,0,0,130,53,1260,614,646,56,47,7,3,46,42,3,2,0,0,0,0,3436,3767,5354,7064,4462,3018,6633,6435,6513,7591,8544,11866,11832,9314,7424,15425,14943,133621,1777,1932,2735,3628,2309,1597,3569,3278,3178,3628,4052,5832,5805,4522,3444,7088,6398,64772,1659,1835,2619,3436,2153,1421,3064,3157,3335,3963,4492,6034,6027,4792,3980,8337,8545,68849,44164,22236,21928,5905,3364,2541,487.71,1876,431,118,29,150,477,455,216,332,190821,"575,19",182,181,168921,"933,48"
244,9189,Traunstein, Landkreis,1498,782,716,4,862,0,301,43,11,0,360,18,47,34,10,30,8,0,0,0,2012,960,1052,861,418,184,79,254,112,348,180,75,47,0,0,4405,4284,6106,8035,5701,4159,10208,10100,9776,9686,10430,13805,14908,12929,10626,19085,19919,174162,2240,2199,3104,4126,2934,2324,5506,5330,5060,4863,5203,6902,7381,6441,5145,8958,8283,85999,2165,2085,3002,3909,2767,1835,4702,4770,4716,4823,5227,6903,7527,6488,5481,10127,11636,88163,63395,33940,29455,4617,2669,1948,1534,2773,459,251,56,283,639,660,322,631,72672,"115,14",238,339,58379,"172,02"
245,9190,Weilheim-Schongau, Landkreis,1194,616,578,4,480,0,172,45,4,0,234,0,0,0,18,7,0,0,0,0,1392,659,733,512,233,111,23,116,57,259,135,26,18,0,0,3599,3623,4925,6573,4533,3289,7469,7511,7385,7489,7832,11156,11720,9751,8128,13877,14046,132906,1845,1854,2534,3370,2353,1799,4065,3920,3782,3722,3862,5411,5891,4888,3983,6725,5970,65974,1754,1769,2391,3203,2180,1490,3404,3591,3603,3767,3970,5745,5829,4863,4145,7152,8076,66932,50107,26676,23431,3934,2355,1579,966.37,2008,387,155,38,201,459,512,290,437,61039,"139,54",253,264,51651,"195,86"
246,9261,Landshut, kreisfreie Stadt,644,353,291,4,1220,7,233,110,12,0,348,20,88,41,67,42,6,36,168,42,816,357,459,1037,429,46,5,321,125,506,207,164,92,0,0,1816,1760,2283,2752,1830,1356,4615,5262,4770,4581,4491,5567,5248,4498,3975,6918,7489,69211,940,908,1189,1397,980,679,2331,2634,2453,2294,2273,2841,2659,2102,1859,3136,2838,33513,876,852,1094,1355,850,677,2284,2628,2317,2287,2218,2726,2589,2396,2116,3782,4651,35698,25335,13382,11953,3675,2309,1366,65.81,1813,559,129,36,169,361,455,44,55,14583,"267,29",39,38,12132,"317,35"
247,9262,Passau, kreisfreie Stadt,369,167,202,3,755,5,212,60,10,0,231,0,84,42,60,17,34,0,0,0,619,259,360,609,250,5,1,168,55,337,139,99,55,0,0,1123,1042,1370,1796,1276,1261,5071,4692,3440,2702,2608,3373,3545,3418,2930,5352,5567,50566,549,514,703,912,649,572,2246,2396,1819,1348,1338,1686,1779,1620,1319,2424,2071,23945,574,528,667,884,627,689,2825,2296,1621,1354,1270,1687,1766,1798,1611,2928,3496,26621,16208,8327,7881,1581,891,690,69.57,1395,304,71,37,151,278,327,70,140,19900,"141,91",59,93,17868,"191,71"
248,9263,Straubing, kreisfreie Stadt,412,202,210,1,435,1,106,24,39,0,218,0,0,0,24,23,0,0,0,0,569,278,291,506,265,76,13,54,27,293,169,83,56,0,0,1133,1049,1430,1845,1310,936,2822,3493,3179,2951,2822,3606,3929,3471,2939,4810,5081,46806,577,541,751,977,704,483,1504,1894,1760,1607,1484,1905,1995,1763,1393,2266,1915,23519,556,508,679,868,606,453,1318,1599,1419,1344,1338,1701,1934,1708,1546,2544,3166,23287,17167,9311,7856,1706,1103,603,67.58,1417,282,141,42,166,254,379,88,135,16921,"125,05",76,56,12217,"217,37"
249,9271,Deggendorf, Landkreis,1023,502,521,6,1103,1,176,43,3,0,150,40,54,56,15,34,36,0,416,79,1352,697,655,536,211,113,48,137,26,195,85,91,52,0,0,2920,2945,3809,5528,3863,2644,7305,7052,6868,6930,7375,9412,10255,9142,7632,11445,11471,116596,1460,1557,1922,2860,2045,1400,3822,3701,3569,3510,3698,4754,5165,4560,3773,5543,4512,57851,1460,1388,1887,2668,1818,1244,3483,3351,3299,3420,3677,4658,5090,4582,3859,5902,6959,58745,45723,25830,19893,2505,1737,768,861.31,2027,276,171,53,221,451,279,398,592,48939,"82,62",353,318,38892,"122,20"
250,9272,Freyung-Grafenau, Landkreis,615,314,301,1,405,0,130,15,15,0,162,0,0,0,0,23,0,0,0,60,951,435,516,201,90,18,1,77,28,88,48,18,13,0,0,1874,1737,2422,3668,2647,1838,4527,4386,4239,4164,4907,6289,7101,6619,5647,7878,8179,78122,987,867,1283,1894,1383,973,2342,2329,2164,2133,2455,3189,3513,3374,2876,3984,3175,38921,887,870,1139,1774,1264,865,2185,2057,2075,2031,2452,3100,3588,3245,2771,3894,5004,39201,29161,16591,12570,540,337,203,984.15,1586,119,164,38,156,428,331,149,212,5707,"26,88",132,146,4905,"33,63"
251,9273,Kelheim, Landkreis,1029,543,486,2,382,0,43,13,1,1,186,0,0,0,135,3,0,0,0,0,1195,599,596,247,118,48,10,0,0,168,85,31,23,0,0,3239,3275,4482,5989,4100,2878,7397,7458,7325,7495,7874,9836,10257,8793,7191,10438,10938,118965,1666,1632,2351,3016,2125,1558,4044,4037,3840,3810,4108,5082,5345,4540,3563,5192,4397,60306,1573,1643,2131,2973,1975,1320,3353,3421,3485,3685,3766,4754,4912,4253,3628,5246,6541,58659,47528,27602,19926,3711,2682,1029,1065.97,1708,346,150,44,185,416,374,447,475,47785,"100,64",389,324,40948,"126,51"
252,9274,Landshut, Landkreis,1460,734,726,1,185,0,84,17,0,0,84,0,0,0,0,0,0,0,0,0,1465,727,738,20,0,0,0,0,0,20,0,0,0,0,0,4275,4322,5862,7766,5405,3716,8987,8959,9098,9685,10498,13318,13899,11696,9298,14205,13588,154577,2163,2263,2991,3987,2830,1946,4982,4935,4753,5007,5307,6913,7106,6016,4630,7093,5546,78468,2112,2059,2871,3779,2575,1770,4005,4024,4345,4678,5191,6405,6793,5680,4668,7112,8042,76109,62169,35455,26714,4502,3193,1309,1347.9,2372,408,198,52,245,575,631,583,817,88952,"108,92",479,405,54968,"135,61"
253,9275,Passau, Landkreis,1499,776,723,6,635,0,153,31,9,0,252,20,0,20,112,0,0,0,0,38,2134,1041,1093,219,95,65,10,139,70,12,12,3,3,0,0,4582,4613,6164,8783,6148,4368,10675,10626,10570,10746,11979,15326,16405,15103,12649,19768,19831,188336,2344,2364,3209,4603,3156,2309,5694,5547,5426,5516,6115,7766,8168,7630,6131,9606,7763,93347,2238,2249,2955,4180,2992,2059,4981,5079,5144,5230,5864,7560,8237,7473,6518,10162,12068,94989,70171,38534,31637,2556,1581,975,1530.28,3743,415,284,107,416,945,817,650,809,40734,"50,33",573,605,35464,"58,66"
254,9276,Regen, Landkreis,637,328,309,2,314,0,137,28,10,0,139,0,0,0,0,0,0,0,0,0,993,497,496,175,64,41,6,78,40,56,18,0,0,0,0,1816,1752,2333,3473,2459,1700,4401,4612,4263,4258,4719,6109,6627,6421,5480,7994,8395,76812,947,958,1218,1797,1277,898,2425,2539,2278,2164,2387,3094,3333,3254,2730,3954,3149,38402,869,794,1115,1676,1182,802,1976,2073,1985,2094,2332,3015,3294,3167,2750,4040,5246,38410,29055,16441,12614,760,469,291,974.91,1536,161,137,31,145,402,363,188,277,10809,"39,00",163,167,8315,"49,70"
255,9277,Rottal-Inn, Landkreis,1038,544,494,2,617,0,120,53,3,0,168,20,0,0,40,30,0,0,0,183,1432,664,768,326,173,7,3,63,41,199,98,57,31,0,0,3037,3002,4114,5713,4046,2919,7044,6945,6989,6765,7217,9653,10217,9255,7515,11808,12979,119218,1535,1557,2106,2922,2114,1518,3807,3655,3597,3483,3770,4895,5178,4596,3740,5732,5197,59402,1502,1445,2008,2791,1932,1401,3237,3290,3392,3282,3447,4758,5039,4659,3775,6076,7782,59816,44999,25638,19361,2829,1984,845,1281.41,2253,379,176,77,301,488,654,336,527,24092,"45,69",273,314,16832,"53,60"
256,9278,Straubing-Bogen, Landkreis,817,377,440,4,420,0,130,11,9,0,152,0,0,0,105,13,0,0,0,0,960,460,500,55,51,0,0,28,24,27,27,0,0,0,0,2547,2549,3633,5031,3503,2280,5645,5618,5616,5874,6639,8478,8780,7765,6360,9135,9353,98806,1281,1301,1835,2623,1846,1181,3091,3017,2909,2971,3349,4360,4505,3965,3226,4490,3733,49683,1266,1248,1798,2408,1657,1099,2554,2601,2707,2903,3290,4118,4275,3800,3134,4645,5620,49123,38589,21768,16821,1640,1076,564,1201.93,1604,248,147,43,193,379,286,385,493,33392,"67,73",360,272,24330,"89,55"
257,9279,Dingolfing-Landau, Landkreis,771,376,395,2,250,0,67,25,4,0,95,20,0,0,34,5,0,0,0,0,958,475,483,197,53,6,1,175,45,16,7,0,0,0,0,2390,2328,3229,4502,3169,2058,5953,6354,5868,5732,6037,7586,8187,7465,5813,8504,8929,94104,1245,1222,1661,2271,1725,1088,3347,3628,3163,3080,3165,3936,4204,3786,2993,4169,3686,48369,1145,1106,1568,2231,1444,970,2606,2726,2705,2652,2872,3650,3983,3679,2820,4335,5243,45735,40721,24184,16537,4015,2954,1061,877.79,1566,306,168,52,217,390,349,298,856,43597,"50,93",249,308,14534,"47,19"
258,9361,Amberg, kreisfreie Stadt,351,163,188,1,560,4,160,56,5,0,176,24,44,49,15,27,0,0,0,0,563,268,295,331,103,27,7,13,0,252,80,39,16,0,0,978,980,1319,1782,1219,853,2447,2790,2585,2366,2328,3142,3489,3207,2860,4283,5233,41861,474,507,700,903,637,478,1334,1505,1448,1262,1148,1567,1744,1607,1345,2001,1911,20571,504,473,619,879,582,375,1113,1285,1137,1104,1180,1575,1745,1600,1515,2282,3322,21290,15574,8345,7229,915,609,306,50.14,1300,218,122,31,144,276,368,58,66,6840,"103,69",48,40,4875,"120,94"
259,9362,Regensburg, kreisfreie Stadt,1498,770,728,5,2756,50,778,121,84,45,693,52,134,194,0,71,47,28,418,41,1387,620,767,1083,609,102,26,284,171,498,258,199,154,0,0,4088,3499,4477,5257,3452,2812,12151,15899,12796,10001,9004,10431,10096,8631,7213,12182,13476,145465,2079,1793,2244,2708,1859,1326,5524,7930,6614,5057,4579,5242,4980,4200,3344,5527,4963,69969,2009,1706,2233,2549,1593,1486,6627,7969,6182,4944,4425,5189,5116,4431,3869,6655,8513,75496,54480,28585,25895,6796,4042,2754,80.7,3328,782,318,56,286,617,820,69,114,50243,"442,10",63,93,45143,"484,65"
260,9363,Weiden in der Oberpfalz, kreisfreie Stadt,348,177,171,1,714,6,220,45,10,0,282,0,64,45,0,40,2,0,0,0,535,253,282,570,312,24,6,168,75,312,181,66,50,0,0,1009,969,1252,1757,1296,909,2523,2833,2486,2328,2461,3294,3562,3124,2642,4454,5156,42055,504,502,621,877,692,460,1254,1469,1222,1169,1166,1658,1759,1554,1220,2012,1913,20052,505,467,631,880,604,449,1269,1364,1264,1159,1295,1636,1803,1570,1422,2442,3243,22003,15256,7722,7534,982,578,404,70.55,1657,243,148,31,176,312,481,45,64,9803,"152,50",36,36,7611,"208,56"
261,9371,Amberg-Sulzbach, Landkreis,808,405,403,2,207,0,69,19,3,0,96,20,0,0,0,0,0,0,0,0,1262,640,622,69,38,1,0,68,38,0,0,0,0,0,0,2380,2447,3442,4990,3595,2535,5971,6070,5551,5734,6244,8547,9621,8617,6928,9494,11402,103568,1201,1222,1811,2582,1873,1373,3230,3226,2848,2891,3142,4339,4893,4447,3507,4642,4540,51767,1179,1225,1631,2408,1722,1162,2741,2844,2703,2843,3102,4208,4728,4170,3421,4852,6862,51801,41120,22793,18327,1067,721,346,1255.75,1703,146,188,46,197,391,424,234,229,13804,"60,28",193,172,12487,"72,67"
262,9372,Cham, Landkreis,1048,560,488,4,688,2,92,30,15,140,192,0,0,0,23,20,6,0,0,168,1461,708,753,371,129,10,2,118,18,209,87,34,22,0,0,3183,3087,4167,5833,4048,2939,7257,7526,7346,7236,8089,10139,11146,10109,8622,12314,13318,126359,1678,1522,2123,2942,2132,1477,3817,3968,3787,3679,4111,5192,5661,5162,4421,6143,5302,63117,1505,1565,2044,2891,1916,1462,3440,3558,3559,3557,3978,4947,5485,4947,4201,6171,8016,63242,49696,28085,21611,1552,941,611,1520.16,2134,179,240,53,242,519,302,343,480,19052,"39,67",317,385,15962,"41,44"
263,9373,Neumarkt in der Oberpfalz, Landkreis,1211,659,552,3,520,0,166,47,3,0,225,20,0,30,0,26,3,0,0,0,1368,687,681,632,283,9,3,263,105,283,129,77,46,0,0,3631,3419,4661,6351,4610,3215,7998,7898,7633,7718,8361,11092,11706,10078,8224,11379,12411,130385,1894,1757,2408,3218,2376,1680,4282,4304,3976,3957,4280,5674,6021,5114,4196,5639,4895,65671,1737,1662,2253,3133,2234,1535,3716,3594,3657,3761,4081,5418,5685,4964,4028,5740,7516,64714,52165,29358,22807,2458,1671,787,1344.12,1504,163,134,36,167,385,269,274,283,17847,"63,12",214,178,15438,"86,57"
264,9374,Neustadt an der Waldnaab, Landkreis,771,399,372,1,188,0,0,0,0,0,0,0,0,0,0,0,0,0,163,25,1148,601,547,162,64,113,31,49,33,0,0,0,0,0,0,2189,2307,3257,4587,3421,2240,5504,5465,5397,5266,5833,7993,8671,7650,6413,8901,9984,95078,1123,1189,1698,2316,1810,1120,2930,2862,2753,2637,2904,3957,4420,3920,3290,4375,3922,47226,1066,1118,1559,2271,1611,1120,2574,2603,2644,2629,2929,4036,4251,3730,3123,4526,6062,47852,37138,20259,16879,885,516,369,1427.68,2048,145,231,51,238,503,571,251,398,11379,"28,58",223,297,9747,"32,85"
